Bennettâ€™s S,Brute Agreement,AC1,Cohen's Kappa,Agreements,Total,Krippendorff's Alpha,Annotator1,Annotator2,Layer
0.4666666666666667,0.5333333333333333,0.4755151190794755,0.40845070422535207,16,30,0.32907348242811496,AV00440,AV45040,Medical
0.8999999999999998,0.9142857142857143,0.9017237344980891,0.8885350318471337,32,35,0.8899371069182389,AV00440,AU90360,Medical
0.3766233766233766,0.45454545454545453,0.38399999999999995,0.33183352080989875,15,33,0.2911694510739856,AU90360,AV45040,Medical
1.0,1.0,1.0,1.0,23,23,1.0,AV00440,AV45040,Abbreviation
0.6785714285714285,0.7857142857142857,0.7312,0.5,22,28,0.4285714285714285,AV00440,AU90360,Abbreviation
1.0,1.0,1.0,1.0,20,20,1.0,AU90360,AV45040,Abbreviation
0.423076923076923,0.4807692307692308,0.4263534218590399,0.3992297817715019,25,52,0.370967741935484,AV00440,AV45040,Both Layer
0.5000000000000001,0.55,0.5034229079391029,0.4792671166827387,33,60,0.45963975983989336,AV00440,AU90360,Both Layer
0.3212765957446808,0.3829787234042553,0.32539780741913926,0.29414810978767475,18,47,0.2385474860335195,AU90360,AV45040,Both Layer
